experiment,job_id,node,rank,n_gpus,gpu_name,seq_range,fasta_file,seq_len,phase,cache_warm,num_samples,batch_size,wall_time_s,peak_vram_mb,status
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000078498_00408.fasta,67,sample,True,10,50,10.59,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000078498_00408.fasta,67,sample,True,25,50,12.71,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000078498_00408.fasta,67,sample,True,50,50,17.49,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000078498_00408.fasta,67,sample,True,100,50,26.57,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000078498_00408.fasta,67,sample,True,200,50,46.45,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000078498_00408.fasta,67,sample,True,500,50,93.73,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000078498_00408.fasta,67,sample,True,1000,50,170.91,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,warmup,False,1,50,8.99,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,sample,True,10,50,11.8,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,sample,True,25,50,21.42,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,sample,True,50,50,37.91,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,sample,True,100,50,60.08,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,sample,True,200,50,100.37,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,sample,True,500,50,220.75,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,101-500aa,MGYG000002683_01443.fasta,277,sample,True,1000,50,352.2,0.0,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000477_01569.fasta,569,warmup,False,1,50,164.33,2226.3,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000477_01569.fasta,569,sample,True,10,50,114.29,2234.1,ok
numsamples,2671010,t0030,4,1,NVIDIA A100-SXM4-40GB,501-1000aa,MGYG000000477_01569.fasta,569,sample,True,25,50,273.95,2241.0,ok
